,yr_district_id,winner_votes,totalvotes,year,state,winner,winner_party,writein,district_id,winner_voteshare,total_dem_votes,total_rep_votes,total_dem_vote_share,total_rep_vote_share
1314,1982-AR-02,96775,179688,1982,Arkansas,Ed Bethune,republican,FALSE,AR-02,0.538572414,82913,96775,0.461427586,0.538572414
1749,1984-AR-02,103165,219079,1984,Arkansas,Tommy Robinson,democrat,FALSE,AR-02,0.47090319,103165,90841,0.47090319,0.41464951
2184,1986-AR-02,128822,170146,1986,Arkansas,Tommy Robinson,democrat,FALSE,AR-02,0.757126233,128822,41247,0.757126233,0.242421215
2619,1988-AR-02,168889,202364,1988,Arkansas,Tommy Robinson,democrat,FALSE,AR-02,0.834580261,168889,33475,0.834580261,0.165419739
3054,1990-AR-02,103471,171271,1990,Arkansas,Ray Thornton,democrat,FALSE,AR-02,0.604136135,103471,67800,0.604136135,0.395863865
3489,1992-AR-02,154946,208924,1992,Arkansas,Ray Thornton,democrat,FALSE,AR-02,0.741638108,154946,53978,0.741638108,0.258361892
3924,1994-AR-02,97580,170053,1994,Arkansas,Ray Thornton,democrat,FALSE,AR-02,0.573821103,97580,72473,0.573821103,0.426178897
4359,1996-AR-02,114841,219389,1996,Arkansas,Vic Snyder,democrat,FALSE,AR-02,0.523458332,114841,104548,0.523458332,0.476541668
4781,1998-AR-02,100334,173071,1998,Arkansas,Vic Snyder,democrat,FALSE,AR-02,0.579727395,100334,72737,0.579727395,0.420272605
5216,2000-AR-02,126957,220649,2000,Arkansas,Vic Snyder,democrat,FALSE,AR-02,0.575379902,126957,93692,0.575379902,0.424620098
5651,2002-AR-02,142752,153626,2002,Arkansas,Vic Snyder,democrat,FALSE,AR-02,0.929217711,142752,0,0.929217711,0
6086,2004-AR-02,160834,276493,2004,Arkansas,Vic Snyder,democrat,FALSE,AR-02,0.581692846,160834,115655,0.581692846,0.418292687
6521,2006-AR-02,124871,206303,2006,Arkansas,Vic Snyder,democrat,FALSE,AR-02,0.605279613,124871,81432,0.605279613,0.394720387
6952,2008-AR-02,212303,277366,2008,Arkansas,Vic Snyder,democrat,FALSE,AR-02,0.765425467,276701,0,0.997602446,0
7387,2010-AR-02,122091,210852,2010,Arkansas,Tim Griffin,republican,FALSE,AR-02,0.579036481,84286,122091,0.399740102,0.579036481
7822,2012-AR-02,158175,286598,2012,Arkansas,Tim Griffin,republican,FALSE,AR-02,0.551905456,121722,164876,0.424713362,0.575286638
8257,2014-AR-02,123073,237330,2014,Arkansas,French Hill,republican,FALSE,AR-02,0.518573295,103477,133663,0.436004719,0.563194708
8692,2016-AR-02,176472,302464,2016,Arkansas,French Hill,republican,FALSE,AR-02,0.583447948,111347,190814,0.368133067,0.630865161
9127,2018-AR-02,132125,253453,2018,Arkansas,French Hill,republican,FALSE,AR-02,0.521299807,116135,137318,0.458211187,0.541788813
10,1976-AR-03,1,1,1976,Arkansas,John Paul Hammerschmidt,republican,FALSE,AR-03,1,0,1,0,1
445,1978-AR-03,130086,165834,1978,Arkansas,John Paul Hammerschmidt,republican,FALSE,AR-03,0.784435037,35748,130086,0.215564963,0.784435037
880,1980-AR-03,1,1,1980,Arkansas,John Paul Hammerschimdt,republican,FALSE,AR-03,1,0,1,0,1
1315,1982-AR-03,133909,202998,1982,Arkansas,John Paul Hammerschmidt,republican,FALSE,AR-03,0.659656745,69089,133909,0.340343255,0.659656745
1750,1984-AR-03,1,1,1984,Arkansas,John Paul Hammerschmidt,republican,FALSE,AR-03,1,0,1,0,1
2185,1986-AR-03,145127,181856,1986,Arkansas,John Paul Hammerschmidt,republican,FALSE,AR-03,0.798032509,36729,145127,0.201967491,0.798032509
2620,1988-AR-03,161623,216390,1988,Arkansas,John Paul Hammerschmidt,republican,FALSE,AR-03,0.746906049,54767,161623,0.253093951,0.746906049
3055,1990-AR-03,129876,184208,1990,Arkansas,John Paul Hammerschmidt,republican,FALSE,AR-03,0.705050812,54332,129876,0.294949188,0.705050812
3490,1992-AR-03,125295,249494,1992,Arkansas,Y. Tim Hutchinson,republican,FALSE,AR-03,0.502196446,117775,125295,0.47205544,0.502196446
3925,1994-AR-03,129800,191683,1994,Arkansas,Y. Tim Hutchinson,republican,FALSE,AR-03,0.677159686,61883,129800,0.322840314,0.677159686
4360,1996-AR-03,137093,246132,1996,Arkansas,Asa Hutchinson,republican,FALSE,AR-03,0.556989745,102994,137093,0.418450262,0.556989745
4782,1998-AR-03,154780,191697,1998,Arkansas,Asa Hutchinson,republican,FALSE,AR-03,0.807420043,0,154780,0,0.807420043
5217,2000-AR-03,1,1,2000,Arkansas,Asa Hutchinson,republican,FALSE,AR-03,1,0,1,0,1
5652,2002-AR-03,141478,143055,2002,Arkansas,John Boozman,republican,FALSE,AR-03,0.988976268,0,141478,0,0.988976268
6087,2004-AR-03,160629,270803,2004,Arkansas,John Boozman,republican,FALSE,AR-03,0.593158126,103158,160629,0.380933742,0.593158126
6522,2006-AR-03,125039,200924,2006,Arkansas,John Boozman,republican,FALSE,AR-03,0.622319882,75885,125039,0.377680118,0.622319882
6953,2008-AR-03,215196,274046,2008,Arkansas,John Boozman,republican,FALSE,AR-03,0.78525503,58850,215196,0.21474497,0.78525503
7388,2010-AR-03,148581,205123,2010,Arkansas,Steve Womack,republican,FALSE,AR-03,0.724350755,56542,148581,0.275649245,0.724350755
7823,2012-AR-03,186467,245660,2012,Arkansas,Steve Womack,republican,FALSE,AR-03,0.759045022,39318,206342,0.160050476,0.839949524
8258,2014-AR-03,151630,190935,2014,Arkansas,Steve Womack,republican,FALSE,AR-03,0.794144604,0,190935,0,1
8693,2016-AR-03,217192,280907,2016,Arkansas,Steve Womack,republican,FALSE,AR-03,0.77318116,0,280907,0,1
9128,2018-AR-03,148717,229708,2018,Arkansas,Steve Womack,republican,FALSE,AR-03,0.647417591,74952,154616,0.32629251,0.67309802
11,1976-AR-04,1,1,1976,Arkansas,Ray Thornton,democrat,FALSE,AR-04,1,1,0,1,0
446,1978-AR-04,1,1,1978,Arkansas,Beryl Anthony Jr.,democrat,FALSE,AR-04,1,1,0,1,0
881,1980-AR-04,1,1,1980,Arkansas,Beryl Anthony Jr.,democrat,FALSE,AR-04,1,1,0,1,0
1316,1982-AR-04,121256,184917,1982,Arkansas,Beryl Anthony Jr.,democrat,FALSE,AR-04,0.655732031,121256,63661,0.655732031,0.344267969
1751,1984-AR-04,117123,119639,1984,Arkansas,Beryl Anthony Jr.,democrat,FALSE,AR-04,0.978970068,117123,0,0.978970068,0
2186,1986-AR-04,115339,148924,1986,Arkansas,Beryl Anthony Jr.,democrat,FALSE,AR-04,0.774482286,115339,22980,0.774482286,0.154306895
2621,1988-AR-04,129508,187166,1988,Arkansas,Beryl Anthony Jr.,democrat,FALSE,AR-04,0.691941913,129508,57658,0.691941913,0.308058087
3056,1990-AR-04,110365,152495,1990,Arkansas,Beryl Anthony Jr.,democrat,FALSE,AR-04,0.723728647,110365,42130,0.723728647,0.276271353
3491,1992-AR-04,113009,215927,1992,Arkansas,Jay Dickey,republican,FALSE,AR-04,0.523366693,102918,113009,0.476633307,0.523366693
3926,1994-AR-04,87469,168839,1994,Arkansas,Jay Dickey,republican,FALSE,AR-04,0.518061585,81370,87469,0.481938415,0.518061585
4361,1996-AR-04,125956,198347,1996,Arkansas,Jay Dickey,republican,FALSE,AR-04,0.635028511,72391,125956,0.364971489,0.635028511
4783,1998-AR-04,92346,160540,1998,Arkansas,Jay Dickey,republican,FALSE,AR-04,0.575221129,68194,92346,0.424778871,0.575221129
5218,2000-AR-04,108143,212160,2000,Arkansas,Mike Ross,democrat,FALSE,AR-04,0.509723793,108143,104017,0.509723793,0.490276207
5653,2002-AR-04,119633,197537,2002,Arkansas,Mike Ross,democrat,FALSE,AR-04,0.60562325,119633,77904,0.60562325,0.39437675
6088,2004-AR-04,1,1,2004,Arkansas,Mike Ross,democrat,FALSE,AR-04,1,1,0,1,0
6523,2006-AR-04,128236,171596,2006,Arkansas,Mike Ross,democrat,FALSE,AR-04,0.747313457,128236,43360,0.747313457,0.252686543
6954,2008-AR-04,203178,235781,2008,Arkansas,Mike Ross,democrat,FALSE,AR-04,0.861723379,235781,0,1,0
7389,2010-AR-04,102479,178134,2010,Arkansas,Mike Ross,democrat,FALSE,AR-04,0.575291634,106608,71526,0.598470814,0.401529186
7824,2012-AR-04,154149,258953,2012,Arkansas,Tom Cotton,republican,FALSE,AR-04,0.595277908,99820,159133,0.385475357,0.614524643
8259,2014-AR-04,110789,206131,2014,Arkansas,Bruce Westerman,republican,FALSE,AR-04,0.537468891,87742,118387,0.425661351,0.574328946
8694,2016-AR-04,182885,244159,2016,Arkansas,Bruce Westerman,republican,FALSE,AR-04,0.749040584,0,244159,0,1
9129,2018-AR-04,136740,204892,2018,Arkansas,Bruce Westerman,republican,FALSE,AR-04,0.667375983,63984,140692,0.312281592,0.686664194
12,1976-AZ-01,96397,168119,1976,Arizona,John J. Rhodes,republican,FALSE,AZ-01,0.573385519,68404,98675,0.406878461,0.586935445
447,1978-AZ-01,81108,114286,1978,Arizona,John J. Rhodes,republican,FALSE,AZ-01,0.709693226,33178,81108,0.290306774,0.709693226
882,1980-AZ-01,136961,186833,1980,Arizona,John J. Rhodes,republican,FALSE,AZ-01,0.733066428,42088,144745,0.225270696,0.774729304
1317,1982-AZ-01,89116,135227,1982,Arizona,John McCain,republican,FALSE,AZ-01,0.659010405,41261,93966,0.305123977,0.694876023
1752,1984-AZ-01,162418,208027,1984,Arizona,John McCain,republican,FALSE,AZ-01,0.780754421,45609,162418,0.219245579,0.780754421
2187,1986-AZ-01,127370,178533,1986,Arizona,John J. Rhodes,republican,FALSE,AZ-01,0.713425529,51163,127370,0.286574471,0.713425529
2622,1988-AZ-01,184639,256027,1988,Arizona,John J. Rhodes,republican,FALSE,AZ-01,0.721170033,71388,184639,0.278829967,0.721170033
3057,1990-AZ-01,166223,167016,1990,Arizona,John J. Rhodes,republican,FALSE,AZ-01,0.995251952,172,166223,0.001029841,0.995251952
3492,1992-AZ-01,130715,254789,1992,Arizona,Sam Coppersmith,democrat,FALSE,AZ-01,0.513032352,130715,113613,0.513032352,0.445910145
3927,1994-AZ-01,101350,180867,1994,Arizona,Matt Salmon,republican,FALSE,AZ-01,0.560356505,70627,110240,0.390491356,0.609508644
4362,1996-AZ-01,135634,225372,1996,Arizona,Matt Salmon,republican,FALSE,AZ-01,0.601822764,89738,135634,0.398177236,0.601822764
4784,1998-AZ-01,98840,152948,1998,Arizona,Matt Salmon,republican,FALSE,AZ-01,0.646232707,54108,98840,0.353767293,0.646232707
5219,2000-AZ-01,123289,229971,2000,Arizona,Jeff Flake,republican,FALSE,AZ-01,0.536106727,97455,132516,0.423770823,0.576229177
5654,2002-AZ-01,85967,174687,2002,Arizona,Rick Renzi,republican,FALSE,AZ-01,0.492120192,79730,94957,0.456416333,0.543583667
6089,2004-AZ-01,148315,253351,2004,Arizona,Rick Renzi,republican,FALSE,AZ-01,0.585413123,91776,161575,0.362248422,0.637751578
6524,2006-AZ-01,105646,204139,2006,Arizona,Rick Renzi,republican,FALSE,AZ-01,0.517519925,88691,115448,0.434463772,0.565536228
6955,2008-AZ-01,155791,278787,2008,Arizona,Ann Kirkpatrick,democrat,FALSE,AZ-01,0.558817305,155791,113602,0.558817305,0.407486719
7390,2010-AZ-01,112816,226918,2010,Arizona,Paul Gosar,republican,FALSE,AZ-01,0.497166377,99233,127685,0.43730775,0.56269225
7825,2012-AZ-01,122774,251595,2012,Arizona,Ann Kirkpatrick,democrat,FALSE,AZ-01,0.487982671,122774,128821,0.487982671,0.512017329
8260,2014-AZ-01,97391,185114,2014,Arizona,Ann Kirkpatrick,democrat,FALSE,AZ-01,0.526113638,97391,87723,0.526113638,0.473886362
8695,2016-AZ-01,142219,280710,2016,Arizona,Tom O'Halleran,democrat,FALSE,AZ-01,0.506640305,158965,121745,0.566296178,0.433703822
9130,2018-AZ-01,143240,266089,2018,Arizona,Tom O'Halleran,democrat,FALSE,AZ-01,0.538316127,143240,122784,0.538316127,0.461439594
13,1976-AZ-02,106054,182128,1976,Arizona,Morris K. Udall,democrat,FALSE,AZ-02,0.582304753,106054,76074,0.582304753,0.417695247
448,1978-AZ-02,67878,129197,1978,Arizona,Morris K. Udall,democrat,FALSE,AZ-02,0.525383716,69098,60099,0.53482666,0.46517334
883,1980-AZ-02,127736,219686,1980,Arizona,Morris K. Udall,democrat,FALSE,AZ-02,0.581448067,127736,91950,0.581448067,0.418551933
1318,1982-AZ-02,73468,103674,1982,Arizona,Morris K. Udall,democrat,FALSE,AZ-02,0.708644405,73468,28407,0.708644405,0.274003125
1753,1984-AZ-02,106332,121215,1984,Arizona,Morris K. Udall,democrat,FALSE,AZ-02,0.877218166,106332,0,0.877218166,0
2188,1986-AZ-02,77239,105407,1986,Arizona,Morris K. Udall,democrat,FALSE,AZ-02,0.732769171,77239,24522,0.732769171,0.232641096
2623,1988-AZ-02,99895,136204,1988,Arizona,Morris K. Udall,democrat,FALSE,AZ-02,0.733421926,99895,36309,0.733421926,0.266578074
3058,1990-AZ-02,76549,116179,1990,Arizona,Morris K. Udall,democrat,FALSE,AZ-02,0.658888439,76549,39586,0.658888439,0.340732835
3493,1992-AZ-02,90693,137378,1992,Arizona,Ed Pastor,democrat,FALSE,AZ-02,0.660171206,90693,46680,0.660171206,0.339792398
3928,1994-AZ-02,62589,100446,1994,Arizona,Ed Pastor,democrat,FALSE,AZ-02,0.623110925,62589,37857,0.623110925,0.376889075
4363,1996-AZ-02,81982,126101,1996,Arizona,Ed Pastor,democrat,FALSE,AZ-02,0.650129658,81982,44119,0.650129658,0.349870342
4785,1998-AZ-02,57178,84363,1998,Arizona,Ed Pastor,democrat,FALSE,AZ-02,0.677761578,57178,26274,0.677761578,0.311439849
5220,2000-AZ-02,84034,122605,2000,Arizona,Ed Pastor,democrat,FALSE,AZ-02,0.685404347,84034,36159,0.685404347,0.294922719
5655,2002-AZ-02,100359,167502,2002,Arizona,Trent Franks,republican,FALSE,AZ-02,0.599151055,61217,106278,0.365470263,0.634487946
6090,2004-AZ-02,165260,279303,2004,Arizona,Trent Franks,republican,FALSE,AZ-02,0.591687164,107406,171885,0.384550112,0.615406924
6525,2006-AZ-02,135150,230560,2006,Arizona,Trent Franks,republican,FALSE,AZ-02,0.586181471,89671,140884,0.38892696,0.611051353
6956,2008-AZ-02,200914,338023,2008,Arizona,Trent Franks,republican,FALSE,AZ-02,0.594379672,129227,208796,0.382302388,0.617697612
7391,2010-AZ-02,173173,266894,2010,Arizona,Trent Franks,republican,FALSE,AZ-02,0.648845609,82891,183993,0.310576484,0.689386048
7826,2012-AZ-02,147338,292279,2012,Arizona,Ron Barber,democrat,FALSE,AZ-02,0.504100534,147338,144884,0.504100534,0.495704447
8261,2014-AZ-02,109704,219351,2014,Arizona,Martha McSally,republican,FALSE,AZ-02,0.500129929,109543,109704,0.499395945,0.500129929
8696,2016-AZ-02,179806,315679,2016,Arizona,Martha McSally,republican,FALSE,AZ-02,0.569584926,135873,179806,0.430415074,0.569584926
9131,2018-AZ-02,161000,294152,2018,Arizona,Ann Kirkpatrick,democrat,FALSE,AZ-02,0.547336071,161000,133083,0.547336071,0.452429356
14,1976-AZ-03,88854,187165,1976,Arizona,Bob Stump,democrat,FALSE,AZ-03,0.474736195,88854,79162,0.474736195,0.422953009
449,1978-AZ-03,111850,131663,1978,Arizona,Bob Stump,democrat,FALSE,AZ-03,0.849517328,111850,19813,0.849517328,0.150482672
884,1980-AZ-03,141448,219822,1980,Arizona,Bob Stump,democrat,FALSE,AZ-03,0.643466077,141448,78374,0.643466077,0.356533923
1319,1982-AZ-03,101198,159842,1982,Arizona,Bob Stump,republican,FALSE,AZ-03,0.633112699,58644,101198,0.366887301,0.633112699
1754,1984-AZ-03,156686,218328,1984,Arizona,Bob Stump,republican,FALSE,AZ-03,0.717663332,57748,160580,0.264501118,0.735498882
2189,1986-AZ-03,146462,146462,1986,Arizona,Bob Stump,republican,FALSE,AZ-03,1,0,146462,0,1
2624,1988-AZ-03,174453,253330,1988,Arizona,Bob Stump,republican,FALSE,AZ-03,0.688639324,72417,174453,0.28586034,0.688639324
3059,1990-AZ-03,134279,237297,1990,Arizona,Bob Stump,republican,FALSE,AZ-03,0.565868932,103018,134279,0.434131068,0.565868932
3494,1992-AZ-03,158906,258503,1992,Arizona,Bob Stump,republican,FALSE,AZ-03,0.61471627,88830,158906,0.343632376,0.61471627
3929,1994-AZ-03,145396,207335,1994,Arizona,Bob Stump,republican,FALSE,AZ-03,0.701261244,61939,145396,0.298738756,0.701261244
4364,1996-AZ-03,175231,263445,1996,Arizona,Bob Stump,republican,FALSE,AZ-03,0.665152119,88214,175231,0.334847881,0.665152119
4786,1998-AZ-03,137618,204623,1998,Arizona,Bob Stump,republican,FALSE,AZ-03,0.672544142,66979,137618,0.327328795,0.672544142
5221,2000-AZ-03,198367,301970,2000,Arizona,Bob Stump,republican,FALSE,AZ-03,0.656909627,94676,207294,0.313527834,0.686472166
5656,2002-AZ-03,104847,155751,2002,Arizona,John B. Shadegg,republican,FALSE,AZ-03,0.673170638,47173,108578,0.30287446,0.69712554
6091,2004-AZ-03,181012,225974,2004,Arizona,John B. Shadegg,republican,FALSE,AZ-03,0.801030207,0,225974,0,1
6526,2006-AZ-03,112519,189849,2006,Arizona,John B. Shadegg,republican,FALSE,AZ-03,0.592676285,72586,117263,0.382335435,0.617664565
6957,2008-AZ-03,148800,275161,2008,Arizona,John B. Shadegg,republican,FALSE,AZ-03,0.54077431,115759,159402,0.42069552,0.57930448
7392,2010-AZ-03,108689,208071,2010,Arizona,Ben Quayle,republican,FALSE,AZ-03,0.522364962,88904,119167,0.427277227,0.572722773
7827,2012-AZ-03,98468,168698,2012,Arizona,Raul Grijalva,democrat,FALSE,AZ-03,0.583693938,98468,70230,0.583693938,0.416306062
8262,2014-AZ-03,58192,104428,2014,Arizona,Raul Grijalva,democrat,FALSE,AZ-03,0.557245183,58192,46185,0.557245183,0.442266442
8697,2016-AZ-03,148973,151035,2016,Arizona,Raul Grijalva,democrat,FALSE,AZ-03,0.986347535,148973,332,0.986347535,0.002198166
9132,2018-AZ-03,114650,179518,2018,Arizona,Raul Grijalva,democrat,FALSE,AZ-03,0.63865462,114650,64868,0.63865462,0.36134538
15,1976-AZ-04,93154,191590,1976,Arizona,Eldon Rudd,republican,FALSE,AZ-04,0.486215356,92435,99155,0.48246255,0.51753745
450,1978-AZ-04,90768,143836,1978,Arizona,Eldon Rudd,republican,FALSE,AZ-04,0.631052031,48661,95175,0.338308907,0.661691093
885,1980-AZ-04,142565,227611,1980,Arizona,Eldon Rudd,republican,FALSE,AZ-04,0.626353735,85046,142565,0.373646265,0.626353735
1320,1982-AZ-04,95620,145466,1982,Arizona,Eldon Rudd,republican,FALSE,AZ-04,0.657335735,44182,101284,0.303727331,0.696272669
1755,1984-AZ-04,167558,167615,1984,Arizona,Eldon Rudd,republican,FALSE,AZ-04,0.999659935,0,167558,0,0.999659935
2190,1986-AZ-04,121939,188833,1986,Arizona,Jon Kyl,republican,FALSE,AZ-04,0.645750478,66894,121939,0.354249522,0.645750478
2625,1988-AZ-04,206248,236678,1988,Arizona,Jon Kyl,republican,FALSE,AZ-04,0.871428692,0,236678,0,1
3060,1990-AZ-04,141843,231238,1990,Arizona,Jon Kyl,republican,FALSE,AZ-04,0.613406966,89395,141843,0.386593034,0.613406966
3495,1992-AZ-04,156330,264066,1992,Arizona,Jon Kyl,republican,FALSE,AZ-04,0.592011088,70572,167941,0.267251369,0.635981156
3930,1994-AZ-04,116714,193902,1994,Arizona,John B. Shadegg,republican,FALSE,AZ-04,0.601922621,69760,124142,0.359769368,0.640230632
4365,1996-AZ-04,150486,225343,1996,Arizona,John B. Shadegg,republican,FALSE,AZ-04,0.66780863,74857,150486,0.33219137,0.66780863
4787,1998-AZ-04,102722,158822,1998,Arizona,John B. Shadegg,republican,FALSE,AZ-04,0.646774376,49538,106527,0.311908929,0.670732014
5222,2000-AZ-04,140396,219497,2000,Arizona,John B. Shadegg,republican,FALSE,AZ-04,0.639626054,71803,147694,0.3271252,0.6728748
5657,2002-AZ-04,44517,66065,2002,Arizona,Ed Pastor,democrat,FALSE,AZ-04,0.673836373,44517,21548,0.673836373,0.326163627
6092,2004-AZ-04,77150,110027,2004,Arizona,Ed Pastor,democrat,FALSE,AZ-04,0.701191526,77150,32877,0.701191526,0.298808474
6527,2006-AZ-04,56464,77861,2006,Arizona,Ed Pastor,democrat,FALSE,AZ-04,0.725189761,56464,18627,0.725189761,0.23923402
6958,2008-AZ-04,89721,124427,2008,Arizona,Ed Pastor,democrat,FALSE,AZ-04,0.7210734,94185,30242,0.756949858,0.243050142
7393,2010-AZ-04,61524,91907,2010,Arizona,Ed Pastor,democrat,FALSE,AZ-04,0.669415823,63889,28018,0.695148356,0.304851644
7828,2012-AZ-04,162907,243760,2012,Arizona,Paul A. Gosar,republican,FALSE,AZ-04,0.668308992,69154,172213,0.283697079,0.706485888
8263,2014-AZ-04,122560,175179,2014,Arizona,Paul A. Gosar,republican,FALSE,AZ-04,0.699627238,45179,130000,0.257901917,0.742098083
8698,2016-AZ-04,203487,284783,2016,Arizona,Paul A. Gosar,republican,FALSE,AZ-04,0.714533522,81296,203487,0.285466478,0.714533522
9133,2018-AZ-04,188842,277035,2018,Arizona,Paul A. Gosar,republican,FALSE,AZ-04,0.681653943,88193,188842,0.318346057,0.681653943
1321,1982-AZ-05,82938,166802,1982,Arizona,Jim McNulty,democrat,FALSE,AZ-05,0.497224254,82938,83863,0.497224254,0.502769751
1756,1984-AZ-05,116075,227938,1984,Arizona,Jim Kolbe,republican,FALSE,AZ-05,0.509239355,109871,118067,0.482021427,0.517978573
2191,1986-AZ-05,119647,184495,1986,Arizona,Jim Kolbe,republican,FALSE,AZ-05,0.6485108,64848,119647,0.3514892,0.6485108
2626,1988-AZ-05,164462,242577,1988,Arizona,Jim Kolbe,republican,FALSE,AZ-05,0.677978539,78115,164462,0.322021461,0.677978539
3061,1990-AZ-05,138975,214617,1990,Arizona,Jim Kolbe,republican,FALSE,AZ-05,0.647548889,75642,138975,0.352451111,0.647548889
3496,1992-AZ-05,172867,259813,1992,Arizona,Jim Kolbe,republican,FALSE,AZ-05,0.665351618,77256,182557,0.297352326,0.702647674
3931,1994-AZ-05,149514,220771,1994,Arizona,Jim Kolbe,republican,FALSE,AZ-05,0.677235688,63436,157335,0.287338464,0.712661536
4366,1996-AZ-05,179349,260898,1996,Arizona,Jim Kolbe,republican,FALSE,AZ-05,0.68742957,67597,186671,0.259093592,0.715494178
4788,1998-AZ-05,103952,201473,1998,Arizona,Jim Kolbe,republican,FALSE,AZ-05,0.515959955,91030,108898,0.451822329,0.54050915
5223,2000-AZ-05,172986,287609,2000,Arizona,Jim Kolbe,republican,FALSE,AZ-05,0.601462402,110574,177035,0.384459457,0.615540543
5658,2002-AZ-05,103870,169812,2002,Arizona,J. D. Hayworth,republican,FALSE,AZ-05,0.611676442,61559,108253,0.362512661,0.637487339
