,yr_district_id,winner_votes,totalvotes,year,state,winner,winner_party,writein,district_id,winner_voteshare,total_dem_votes,total_rep_votes,total_dem_vote_share,total_rep_vote_share
1519,1982-MO-02,100770,178203,1982,Missouri,Robert A. Young,democrat,FALSE,MO-02,0.565478696,100770,77433,0.565478696,0.434521304
1954,1984-MO-02,139123,268616,1984,Missouri,Robert A. Young,democrat,FALSE,MO-02,0.517925217,139123,129493,0.517925217,0.482074783
2389,1986-MO-02,101010,194548,1986,Missouri,Jack Buechner,republican,FALSE,MO-02,0.519203487,93538,101010,0.480796513,0.519203487
2824,1988-MO-02,186450,281109,1988,Missouri,Jack Buechner,republican,FALSE,MO-02,0.663265851,91645,189464,0.32601233,0.67398767
3259,1990-MO-02,94308,188568,1990,Missouri,Joan Kelly Horn,democrat,FALSE,MO-02,0.500127275,94308,94260,0.500127275,0.499872725
3698,1992-MO-02,157594,312442,1992,Missouri,James M. Talent,republican,FALSE,MO-02,0.504394416,148729,163713,0.47602115,0.52397885
4133,1994-MO-02,154882,230287,1994,Missouri,James M. Talent,republican,FALSE,MO-02,0.672560761,70480,159807,0.306052882,0.693947118
4568,1996-MO-02,165999,270726,1996,Missouri,James M. Talent,republican,FALSE,MO-02,0.613162386,100372,168736,0.370751239,0.623272238
4990,1998-MO-02,142313,203259,1998,Missouri,James M. Talent,republican,FALSE,MO-02,0.700155959,57565,145644,0.283210092,0.716543917
5425,2000-MO-02,164926,298062,2000,Missouri,Todd Akin,republican,FALSE,MO-02,0.553327831,129348,167450,0.433963404,0.561795868
5864,2002-MO-02,167057,248828,2002,Missouri,Todd Akin,republican,FALSE,MO-02,0.671375408,77223,171605,0.310346906,0.689653094
6299,2004-MO-02,228725,349867,2004,Missouri,Todd Akin,republican,FALSE,MO-02,0.653748424,115366,233547,0.329742445,0.667530805
6734,2006-MO-02,176452,287617,2006,Missouri,Todd Akin,republican,FALSE,MO-02,0.613496421,105242,182375,0.365910221,0.634089779
7165,2008-MO-02,232276,372972,2008,Missouri,Todd Akin,republican,FALSE,MO-02,0.62277061,132068,240904,0.354096286,0.645903714
7600,2010-MO-02,180481,265632,2010,Missouri,Todd Akin,republican,FALSE,MO-02,0.679439977,77467,188158,0.291632785,0.708340863
8034,2012-MO-02,236971,394448,2012,Missouri,Ann Wagner,republican,FALSE,MO-02,0.600766134,146272,246164,0.37082708,0.624072121
8469,2014-MO-02,148191,231117,2014,Missouri,Ann Wagner,republican,FALSE,MO-02,0.64119472,75384,155733,0.326172458,0.673827542
8904,2016-MO-02,241954,413296,2016,Missouri,Ann Wagner,republican,FALSE,MO-02,0.585425458,159584,253712,0.386125198,0.613874802
9339,2018-MO-02,192477,376066,2018,Missouri,Ann Wagner,republican,FALSE,MO-02,0.511817075,179351,196706,0.476913627,0.523062441
212,1976-MO-03,115109,180732,1976,Missouri,Richard A. Gephardt,democrat,FALSE,MO-03,0.636904367,115109,65623,0.636904367,0.363095633
647,1978-MO-03,121565,148446,1978,Missouri,Richard A. Gephardt,democrat,FALSE,MO-03,0.818917317,121565,26881,0.818917317,0.181082683
1082,1980-MO-03,143132,184409,1980,Missouri,Richard A. Gephardt,democrat,FALSE,MO-03,0.776166022,143132,41277,0.776166022,0.223833978
1520,1982-MO-03,131566,168954,1982,Missouri,Richard A. Gephardt,democrat,FALSE,MO-03,0.778708998,131566,37388,0.778708998,0.221291002
1955,1984-MO-03,193537,193537,1984,Missouri,Richard A. Gephardt,democrat,FALSE,MO-03,1,193537,0,1,0
2390,1986-MO-03,116403,168785,1986,Missouri,Richard A. Gephardt,democrat,FALSE,MO-03,0.689652517,116403,52382,0.689652517,0.310347483
2825,1988-MO-03,150205,239203,1988,Missouri,Richard A. Gephardt,democrat,FALSE,MO-03,0.627939449,150205,88891,0.627939449,0.371613232
3260,1990-MO-03,88950,156609,1990,Missouri,Richard A. Gephardt,democrat,FALSE,MO-03,0.567975021,88950,67659,0.567975021,0.432024979
3699,1992-MO-03,174000,271834,1992,Missouri,Richard A. Gephardt,democrat,FALSE,MO-03,0.640096529,174000,97834,0.640096529,0.359903471
4134,1994-MO-03,117601,203940,1994,Missouri,Richard A. Gephard,democrat,FALSE,MO-03,0.576645092,117601,86339,0.576645092,0.423354908
4569,1996-MO-03,137300,232755,1996,Missouri,Richard A. Gephardt,democrat,FALSE,MO-03,0.589890658,137300,94168,0.589890658,0.404579923
4991,1998-MO-03,98287,176099,1998,Missouri,Richard A. Gephardt,democrat,FALSE,MO-03,0.558134913,98287,76280,0.558134913,0.433165435
5426,2000-MO-03,147222,254539,2000,Missouri,Richard A. Gephardt,democrat,FALSE,MO-03,0.578386809,150488,103212,0.591217849,0.405485996
5865,2002-MO-03,122181,206878,2002,Missouri,Richard A. Gephardt,democrat,FALSE,MO-03,0.590594457,122181,84697,0.590594457,0.409405543
6300,2004-MO-03,146894,277916,2004,Missouri,Russ Carnahan,democrat,FALSE,MO-03,0.528555391,146894,129789,0.528555391,0.467008017
6735,2006-MO-03,145219,221448,2006,Missouri,Russ Carnahan,democrat,FALSE,MO-03,0.655770203,145219,74402,0.655770203,0.335979553
7166,2008-MO-03,202470,305071,2008,Missouri,Russ Carnahan,democrat,FALSE,MO-03,0.663681569,202470,98277,0.663681569,0.322144681
7601,2010-MO-03,99398,203085,2010,Missouri,Russ Carnahan,democrat,FALSE,MO-03,0.489440382,99398,100529,0.489440382,0.495009479
8035,2012-MO-03,214843,338385,2012,Missouri,Blaine Luetkemeyer,republican,FALSE,MO-03,0.634906985,111189,227196,0.32858726,0.67141274
8470,2014-MO-03,130940,191620,2014,Missouri,Blaine Luetkemeyer,republican,FALSE,MO-03,0.683331594,52021,139533,0.271480013,0.728175556
8905,2016-MO-03,249865,368333,2016,Missouri,Blaine Luetkemeyer,republican,FALSE,MO-03,0.67836713,102891,261827,0.279342334,0.710843177
9340,2018-MO-03,211243,324608,2018,Missouri,Blaine Luetkemeyer,republican,FALSE,MO-03,0.650763382,106589,218019,0.328362209,0.671637791
213,1976-MO-04,115955,207560,1976,Missouri,Ike Skelton,democrat,FALSE,MO-04,0.558657738,115955,91605,0.558657738,0.441342262
648,1978-MO-04,120748,165864,1978,Missouri,Ike Skelton,democrat,FALSE,MO-04,0.727994019,120748,45116,0.727994019,0.272005981
1083,1980-MO-04,151459,223328,1980,Missouri,Ike Skelton,democrat,FALSE,MO-04,0.678190822,151459,71869,0.678190822,0.321809178
1521,1982-MO-04,96388,175953,1982,Missouri,Ike Skelton,democrat,FALSE,MO-04,0.54780538,96388,79565,0.54780538,0.45219462
1956,1984-MO-04,150624,225058,1984,Missouri,Ike Skelton,democrat,FALSE,MO-04,0.669267478,150624,74434,0.669267478,0.330732522
2391,1986-MO-04,129471,129471,1986,Missouri,Ike Skelton,democrat,FALSE,MO-04,1,129471,0,1,0
2826,1988-MO-04,166480,231873,1988,Missouri,Ike Skelton,democrat,FALSE,MO-04,0.717979239,166480,65393,0.717979239,0.282020761
3261,1990-MO-04,105527,170622,1990,Missouri,Ike Skelton,democrat,FALSE,MO-04,0.618484135,105527,65095,0.618484135,0.381515865
3700,1992-MO-04,176977,251452,1992,Missouri,Ike Skelton,democrat,FALSE,MO-04,0.703820212,176977,74475,0.703820212,0.296179788
4135,1994-MO-04,137876,203492,1994,Missouri,Ike Skelton,democrat,FALSE,MO-04,0.677549977,137876,65616,0.677549977,0.322450023
4570,1996-MO-04,153566,240789,1996,Missouri,Ike Skelton,democrat,FALSE,MO-04,0.637761692,153566,87223,0.637761692,0.362238308
4992,1998-MO-04,133173,187616,1998,Missouri,Ike Skelton,democrat,FALSE,MO-04,0.70981686,133173,54443,0.70981686,0.29018314
5427,2000-MO-04,180634,269889,2000,Missouri,Ike Skelton,democrat,FALSE,MO-04,0.669289967,180634,87284,0.669289967,0.32340703
5866,2002-MO-04,142204,210238,2002,Missouri,Ike Skelton,democrat,FALSE,MO-04,0.676395323,142204,68034,0.676395323,0.323604677
6301,2004-MO-04,190800,288226,2004,Missouri,Ike Skelton,democrat,FALSE,MO-04,0.661980529,190800,96161,0.661980529,0.333630554
6736,2006-MO-04,159303,235525,2006,Missouri,Ike Skelton,democrat,FALSE,MO-04,0.676374058,159303,73733,0.676374058,0.313058062
7167,2008-MO-04,200009,303455,2008,Missouri,Ike Skelton,democrat,FALSE,MO-04,0.659105963,200009,103446,0.659105963,0.340894037
7602,2010-MO-04,113489,225056,2010,Missouri,Vicky Hartzler,republican,FALSE,MO-04,0.504270048,101532,119612,0.451141049,0.53147661
8036,2012-MO-04,192237,318723,2012,Missouri,Vicky Hartzler,republican,FALSE,MO-04,0.603147561,113120,202644,0.354916338,0.635799738
8471,2014-MO-04,120014,176286,2014,Missouri,Vicky Hartzler,republican,FALSE,MO-04,0.680791441,46464,129807,0.263571696,0.736343215
8906,2016-MO-04,225348,332234,2016,Missouri,Vicky Hartzler,republican,FALSE,MO-04,0.678280971,92510,239724,0.278448323,0.721551677
9341,2018-MO-04,190138,293316,2018,Missouri,Vicky Hartzler,republican,FALSE,MO-04,0.648236032,95968,197348,0.32718297,0.67281703
214,1976-MO-05,100876,148302,1976,Missouri,Richard Bolling,democrat,FALSE,MO-05,0.680206605,100876,41681,0.680206605,0.281054875
649,1978-MO-05,82140,114131,1978,Missouri,Richard Bolling,democrat,FALSE,MO-05,0.719699293,83771,30360,0.733989889,0.266010111
1084,1980-MO-05,110957,158266,1980,Missouri,Richard Bolling,democrat,FALSE,MO-05,0.701079196,110957,47309,0.701079196,0.298920804
1522,1982-MO-05,96059,165989,1982,Missouri,Alan Wheat,democrat,FALSE,MO-05,0.578707023,97200,66664,0.585580972,0.401616975
1957,1984-MO-05,150675,228220,1984,Missouri,Alan Wheat,democrat,FALSE,MO-05,0.66021821,150675,77545,0.66021821,0.33978179
2392,1986-MO-05,101030,142574,1986,Missouri,Alan Wheat,democrat,FALSE,MO-05,0.708614474,101030,41544,0.708614474,0.291385526
2827,1988-MO-05,149166,212139,1988,Missouri,Alan Wheat,democrat,FALSE,MO-05,0.703152179,149166,62973,0.703152179,0.296847821
3262,1990-MO-05,71890,115787,1990,Missouri,Alan Wheat,democrat,FALSE,MO-05,0.620881446,71890,43897,0.620881446,0.379118554
3701,1992-MO-05,151014,255312,1992,Missouri,Alan Wheat,democrat,FALSE,MO-05,0.591488062,151014,98191,0.591488062,0.384592185
4136,1994-MO-05,100391,177511,1994,Missouri,Karen McCarthy,democrat,FALSE,MO-05,0.565548051,100391,77120,0.565548051,0.434451949
4571,1996-MO-05,144223,213971,1996,Missouri,Karen McCarthy,democrat,FALSE,MO-05,0.674030593,144223,65913,0.674030593,0.308046418
4993,1998-MO-05,101313,153685,1998,Missouri,Karen McCarthy,democrat,FALSE,MO-05,0.659225038,101313,50228,0.659225038,0.326824349
5428,2000-MO-05,159826,232137,2000,Missouri,Karen McCarthy,democrat,FALSE,MO-05,0.688498602,162374,68789,0.699474879,0.296329323
5867,2002-MO-05,122645,186167,2002,Missouri,Karen McCarthy,democrat,FALSE,MO-05,0.658790226,122645,63522,0.658790226,0.341209774
6302,2004-MO-05,161727,293025,2004,Missouri,Emanuel Cleaver,democrat,FALSE,MO-05,0.551922191,161727,129258,0.551922191,0.441115946
6737,2006-MO-05,136149,211919,2006,Missouri,Emanuel Cleaver,democrat,FALSE,MO-05,0.642457731,136149,75770,0.642457731,0.357542269
7168,2008-MO-05,197249,306415,2008,Missouri,Emanuel Cleaver,democrat,FALSE,MO-05,0.643731541,197249,109166,0.643731541,0.356268459
7603,2010-MO-05,102076,191423,2010,Missouri,Emanuel Cleaver,democrat,FALSE,MO-05,0.533248356,102076,87655,0.533248356,0.457912581
8037,2012-MO-05,200290,330942,2012,Missouri,Emanuel Cleaver,democrat,FALSE,MO-05,0.605211789,200290,130646,0.605211789,0.394770081
8472,2014-MO-05,79256,153635,2014,Missouri,Emanuel Cleaver,democrat,FALSE,MO-05,0.515872034,79256,74379,0.515872034,0.484127966
8907,2016-MO-05,190766,324270,2016,Missouri,Emanuel Cleaver,democrat,FALSE,MO-05,0.588293706,190766,133504,0.588293706,0.411706294
9342,2018-MO-05,175019,283785,2018,Missouri,Emanuel Cleaver,democrat,FALSE,MO-05,0.616730976,177110,105794,0.62409923,0.372796307
215,1976-MO-06,120969,206661,1976,Missouri,Tom Coleman,republican,FALSE,MO-06,0.585349921,83755,120969,0.405277241,0.585349921
650,1978-MO-06,96574,172635,1978,Missouri,Tom Coleman,republican,FALSE,MO-06,0.559411475,76061,96574,0.440588525,0.559411475
1085,1980-MO-06,149281,211329,1980,Missouri,Tom Coleman,republican,FALSE,MO-06,0.706391456,62048,149281,0.293608544,0.706391456
1523,1982-MO-06,97993,177046,1982,Missouri,Tom Coleman,republican,FALSE,MO-06,0.553488924,79053,97993,0.446511076,0.553488924
1958,1984-MO-06,150996,232913,1984,Missouri,Tom Coleman,republican,FALSE,MO-06,0.648293569,81917,150996,0.351706431,0.648293569
2393,1986-MO-06,95865,169020,1986,Missouri,Tom Coleman,republican,FALSE,MO-06,0.567181399,73155,95865,0.432818601,0.567181399
2828,1988-MO-06,135883,229011,1988,Missouri,Tom Coleman,republican,FALSE,MO-06,0.593347044,93128,135883,0.406652956,0.593347044
3263,1990-MO-06,78956,152049,1990,Missouri,Tom Coleman,republican,FALSE,MO-06,0.519279969,73093,78956,0.480720031,0.519279969
3702,1992-MO-06,148887,268524,1992,Missouri,Pat Danner,democrat,FALSE,MO-06,0.554464405,148887,119637,0.554464405,0.445535595
4137,1994-MO-06,140108,211817,1994,Missouri,Pat Danner,democrat,FALSE,MO-06,0.661457768,140108,71709,0.661457768,0.338542232
4572,1996-MO-06,169006,246282,1996,Missouri,Pat Danner,democrat,FALSE,MO-06,0.686229607,169006,77276,0.686229607,0.313770393
4994,1998-MO-06,136774,192777,1998,Missouri,Pat Danner,democrat,FALSE,MO-06,0.709493352,136774,56003,0.709493352,0.290506648
5429,2000-MO-06,138925,273201,2000,Missouri,Sam Graves,republican,FALSE,MO-06,0.508508388,127792,142621,0.467758171,0.522036889
5868,2002-MO-06,131151,208088,2002,Missouri,Sam Graves,republican,FALSE,MO-06,0.630267002,73202,134886,0.351783861,0.648216139
6303,2004-MO-06,196516,307855,2004,Missouri,Sam Graves,republican,FALSE,MO-06,0.638339478,106987,200868,0.347523997,0.652476003
6738,2006-MO-06,150882,244795,2006,Missouri,Sam Graves,republican,FALSE,MO-06,0.616360628,87477,155639,0.357347985,0.635793215
7169,2008-MO-06,196526,330699,2008,Missouri,Sam Graves,republican,FALSE,MO-06,0.594274552,121894,208805,0.368595006,0.631404994
7604,2010-MO-06,154103,221912,2010,Missouri,Sam Graves,republican,FALSE,MO-06,0.694432928,67762,154103,0.305355276,0.694432928
8038,2012-MO-06,216906,333688,2012,Missouri,Sam Graves,republican,FALSE,MO-06,0.650026372,108503,225185,0.325163027,0.674836973
8473,2014-MO-06,124616,186970,2014,Missouri,Sam Graves,republican,FALSE,MO-06,0.666502647,55157,131813,0.295004546,0.704995454
8908,2016-MO-06,238388,350444,2016,Missouri,Sam Graves,republican,FALSE,MO-06,0.680245631,103933,246511,0.296575202,0.703424798
9343,2018-MO-06,199796,305409,2018,Missouri,Sam Graves,republican,FALSE,MO-06,0.654191592,97660,207749,0.319767918,0.680232082
216,1976-MO-07,133656,215504,1976,Missouri,Gene Taylor,republican,FALSE,MO-07,0.620201945,81848,133656,0.379798055,0.620201945
651,1978-MO-07,104566,170917,1978,Missouri,Gene Taylor,republican,FALSE,MO-07,0.611794029,66351,104566,0.388205971,0.611794029
1086,1980-MO-07,161668,238512,1980,Missouri,Gene Taylor,republican,FALSE,MO-07,0.677819145,76844,161668,0.322180855,0.677819145
1524,1982-MO-07,91391,180940,1982,Missouri,Gene Taylor,republican,FALSE,MO-07,0.505090085,89549,91391,0.494909915,0.505090085
1959,1984-MO-07,164586,236453,1984,Missouri,Gene Taylor,republican,FALSE,MO-07,0.69606222,71867,164586,0.30393778,0.69606222
2394,1986-MO-07,114210,170501,1986,Missouri,Gene Taylor,republican,FALSE,MO-07,0.669849444,56291,114210,0.330150556,0.669849444
2829,1988-MO-07,127939,240911,1988,Missouri,Mel Hancock,republican,FALSE,MO-07,0.531063339,111244,129667,0.461763888,0.538236112
3264,1990-MO-07,83609,160334,1990,Missouri,Mel Hancock,republican,FALSE,MO-07,0.521467686,76725,83609,0.478532314,0.521467686
3703,1992-MO-07,160303,260065,1992,Missouri,Mel Hancock,republican,FALSE,MO-07,0.616395901,99762,160303,0.383604099,0.616395901
4138,1994-MO-07,112228,195916,1994,Missouri,Mel Hancock,republican,FALSE,MO-07,0.572837338,77836,118080,0.397292717,0.602707283
4573,1996-MO-07,162558,250584,1996,Missouri,Roy Blunt,republican,FALSE,MO-07,0.648716598,79306,169101,0.316484692,0.674827603
4995,1998-MO-07,129746,178801,1998,Missouri,Roy Blunt,republican,FALSE,MO-07,0.725644711,43416,135385,0.242817434,0.757182566
5430,2000-MO-07,202305,273937,2000,Missouri,Roy Blunt,republican,FALSE,MO-07,0.738509219,65510,205270,0.239142577,0.749332876
5869,2002-MO-07,149519,199863,2002,Missouri,Roy Blunt,republican,FALSE,MO-07,0.748107454,45964,153897,0.229977535,0.770012459
6304,2004-MO-07,210080,298205,2004,Missouri,Roy Blunt,republican,FALSE,MO-07,0.704481816,84356,212847,0.282879227,0.713760668
6739,2006-MO-07,160942,241123,2006,Missouri,Roy Blunt,republican,FALSE,MO-07,0.66746847,72592,168508,0.301057966,0.698846647
7170,2008-MO-07,219016,323212,2008,Missouri,Roy Blunt,republican,FALSE,MO-07,0.677623356,91010,225987,0.281579892,0.699191243
7605,2010-MO-07,141010,222431,2010,Missouri,Billy Long,republican,FALSE,MO-07,0.633949405,67545,154876,0.303667205,0.696287838
8039,2012-MO-07,203565,318740,2012,Missouri,Billy Long,republican,FALSE,MO-07,0.63865533,98498,220233,0.309023028,0.690948736
8474,2014-MO-07,104054,163957,2014,Missouri,Billy Long,republican,FALSE,MO-07,0.63464201,47282,116638,0.28838049,0.711393841
8909,2016-MO-07,228692,338607,2016,Missouri,Billy Long,republican,FALSE,MO-07,0.675390645,92756,245845,0.273934089,0.726048192
9344,2018-MO-07,196343,296455,2018,Missouri,Billy Long,republican,FALSE,MO-07,0.662302879,89190,207263,0.300855104,0.699138149
217,1976-MO-08,132386,196647,1976,Missouri,Richard H. Ichord,democrat,FALSE,MO-08,0.673216474,132386,60179,0.673216474,0.306025518
652,1978-MO-08,96509,159618,1978,Missouri,Richard H. Ichord,democrat,FALSE,MO-08,0.604624792,96509,63109,0.604624792,0.395375208
1087,1980-MO-08,127675,223426,1980,Missouri,Wendell Bailey,republican,FALSE,MO-08,0.571441999,95751,127675,0.428558001,0.571441999
1525,1982-MO-08,86493,162906,1982,Missouri,Bill Emerson,republican,FALSE,MO-08,0.530938087,76413,86493,0.469061913,0.530938087
1960,1984-MO-08,134186,205108,1984,Missouri,Bill Emerson,republican,FALSE,MO-08,0.654221191,70922,134186,0.345778809,0.654221191
2395,1986-MO-08,79142,150674,1986,Missouri,Bill Emerson,republican,FALSE,MO-08,0.525253196,71532,79142,0.474746804,0.525253196
2830,1988-MO-08,117601,202402,1988,Missouri,Bill Emerson,republican,FALSE,MO-08,0.581026867,84801,117601,0.418973133,0.581026867
3265,1990-MO-08,81452,142203,1990,Missouri,Bill Emerson,republican,FALSE,MO-08,0.572786791,60751,81452,0.427213209,0.572786791
3704,1992-MO-08,147398,234418,1992,Missouri,Bill Emerson,republican,FALSE,MO-08,0.628782773,86730,147398,0.369980121,0.628782773
4139,1994-MO-08,129320,185586,1994,Missouri,Bill Emerson,republican,FALSE,MO-08,0.696819803,49987,135599,0.269346826,0.730653174
4574,1996-MO-08,112472,222854,1996,Missouri,Jo Ann Emerson,republican,FALSE,MO-08,0.504689169,83084,138452,0.372818078,0.621267736
4996,1998-MO-08,104271,166524,1998,Missouri,Jo Ann Emerson,republican,FALSE,MO-08,0.626161995,59426,107098,0.356861473,0.643138527
5431,2000-MO-08,162239,234066,2000,Missouri,Jo Ann Emerson,republican,FALSE,MO-08,0.693133561,69499,164567,0.296920527,0.703079473
5870,2002-MO-08,135144,188321,2002,Missouri,Jo Ann Emerson,republican,FALSE,MO-08,0.717625756,50686,137635,0.269146829,0.730853171
6305,2004-MO-08,194039,268711,2004,Missouri,Jo Ann Emerson,republican,FALSE,MO-08,0.722110371,71543,195849,0.266245148,0.728846233
6740,2006-MO-08,156164,217989,2006,Missouri,Jo Ann Emerson,republican,FALSE,MO-08,0.716384772,57557,160432,0.264036259,0.735963741
7171,2008-MO-08,198798,278288,2008,Missouri,Jo Ann Emerson,republican,FALSE,MO-08,0.714360662,72790,203241,0.26156356,0.730326137
7606,2010-MO-08,128499,195999,2010,Missouri,Jo Ann Emerson,republican,FALSE,MO-08,0.655610488,56377,132429,0.287639223,0.675661611
8040,2012-MO-08,216083,300391,2012,Missouri,Jo Ann Emerson,republican,FALSE,MO-08,0.719339128,73755,226636,0.245529993,0.754470007
8475,2014-MO-08,106124,159224,2014,Missouri,Jason Smith,republican,FALSE,MO-08,0.666507562,38721,109883,0.243185701,0.690115812
8910,2016-MO-08,229792,308871,2016,Missouri,Jason Smith,republican,FALSE,MO-08,0.743974022,70009,238862,0.226660968,0.773339032
9345,2018-MO-08,194042,264399,2018,Missouri,Jason Smith,republican,FALSE,MO-08,0.733898388,66151,198248,0.250193836,0.749806164
218,1976-MO-09,120325,215141,1976,Missouri,Harold L. Volkmer,democrat,FALSE,MO-09,0.559284376,120325,94816,0.559284376,0.440715624
653,1978-MO-09,135170,180965,1978,Missouri,Harold L. Volkmer,democrat,FALSE,MO-09,0.746940016,135170,45795,0.746940016,0.253059984
1088,1980-MO-09,135905,240740,1980,Missouri,Harold L. Volkmer,democrat,FALSE,MO-09,0.564530199,135905,104835,0.564530199,0.435469801
1526,1982-MO-09,99228,163170,1982,Missouri,Harold L. Volkmer,democrat,FALSE,MO-09,0.608126494,99228,63942,0.608126494,0.391873506
1961,1984-MO-09,123588,233688,1984,Missouri,Harold L. Volkmer,democrat,FALSE,MO-09,0.528858991,123588,110100,0.528858991,0.471141009
2396,1986-MO-09,95939,166911,1986,Missouri,Harold L. Volkmer,democrat,FALSE,MO-09,0.574791356,95939,70972,0.574791356,0.425208644
2831,1988-MO-09,160872,236880,1988,Missouri,Harold L. Volkmer,democrat,FALSE,MO-09,0.679128673,160872,76008,0.679128673,0.320871327
3266,1990-MO-09,94156,163670,1990,Missouri,Harold L. Volkmer,democrat,FALSE,MO-09,0.575279526,94156,69514,0.575279526,0.424720474
3705,1992-MO-09,124694,261335,1992,Missouri,Harold L. Volkmer,democrat,FALSE,MO-09,0.477142365,135259,118811,0.517569403,0.454631029
4140,1994-MO-09,103443,204942,1994,Missouri,Harold L. Volkmer,democrat,FALSE,MO-09,0.504742805,103443,101499,0.504742805,0.495257195
4575,1996-MO-09,123580,250230,1996,Missouri,Kenny C. Hulshof,republican,FALSE,MO-09,0.493865644,117685,130720,0.470307317,0.522399393
4997,1998-MO-09,117196,188305,1998,Missouri,Kenny C. Hulshof,republican,FALSE,MO-09,0.622373277,66861,121444,0.355067577,0.644932423
5432,2000-MO-09,172787,291610,2000,Missouri,Kenny C. Hulshof,republican,FALSE,MO-09,0.592527691,114050,176395,0.391104557,0.604900381
5871,2002-MO-09,146032,214125,2002,Missouri,Kenny C. Hulshof,republican,FALSE,MO-09,0.681994162,65388,148737,0.30537303,0.69462697
6306,2004-MO-09,193429,299447,2004,Missouri,Kenny C. Hulshof,republican,FALSE,MO-09,0.645954042,101343,196657,0.338433846,0.656733913
6741,2006-MO-09,149114,242671,2006,Missouri,Kenny C. Hulshof,republican,FALSE,MO-09,0.614469797,87145,153039,0.359107598,0.630643958
7172,2008-MO-09,161031,322095,2008,Missouri,Blaine Luetkemeyer,republican,FALSE,MO-09,0.499948773,152956,169139,0.47487853,0.52512147
7607,2010-MO-09,162724,210358,2010,Missouri,Blaine Luetkemeyer,republican,FALSE,MO-09,0.773557459,0,209541,0,0.996116145
219,1976-MO-10,131675,182699,1976,Missouri,Bill D. Burlison,democrat,FALSE,MO-10,0.720720967,131675,51024,0.720720967,0.279279033
654,1978-MO-10,99148,151835,1978,Missouri,Bill D. Burlison,democrat,FALSE,MO-10,0.652998321,99148,52687,0.652998321,0.347001679
1089,1980-MO-10,116167,210632,1980,Missouri,Bill Emerson,republican,FALSE,MO-10,0.551516389,94465,116167,0.448483611,0.551516389
220,1976-MS-01,93687,93687,1976,Mississippi,Jamie L. Whitten,democrat,FALSE,MS-01,1,93687,0,1,0
655,1978-MS-01,57358,86151,1978,Mississippi,Jamie L. Whitten,democrat,FALSE,MS-01,0.665784495,57358,26734,0.665784495,0.310315609
1090,1980-MS-01,104269,165561,1980,Mississippi,Jamie L. Whitten,democrat,FALSE,MS-01,0.62979204,104269,61292,0.62979204,0.37020796
1527,1982-MS-01,79726,112476,1982,Mississippi,Jamie L. Whitten,democrat,FALSE,MS-01,0.708826772,79726,32750,0.708826772,0.291173228
1962,1984-MS-01,136530,154521,1984,Mississippi,Jamie L. Whitten,democrat,FALSE,MS-01,0.883569224,136530,0,0.883569224,0
2397,1986-MS-01,59870,90137,1986,Mississippi,Jamie L. Whitten,democrat,FALSE,MS-01,0.664211145,59870,30267,0.664211145,0.335788855
2832,1988-MS-01,137445,175826,1988,Mississippi,Jamie L. Whitten,democrat,FALSE,MS-01,0.781710327,137445,38381,0.781710327,0.218289673
3267,1990-MS-01,43668,67318,1990,Mississippi,Jamie L. Whitten,democrat,FALSE,MS-01,0.648682373,43668,23650,0.648682373,0.351317627
3706,1992-MS-01,121664,204616,1992,Mississippi,Jamie L. Whitten,democrat,FALSE,MS-01,0.594596708,121664,82952,0.594596708,0.405403292
4141,1994-MS-01,80553,127745,1994,Mississippi,Roger F. Wicker,republican,FALSE,MS-01,0.630576539,47192,80553,0.369423461,0.630576539
4576,1996-MS-01,123724,182966,1996,Mississippi,Roger F. Wicker,republican,FALSE,MS-01,0.676213067,55998,126005,0.306056863,0.688679864
4998,1998-MS-01,66738,99333,1998,Mississippi,Roger F. Wicker,republican,FALSE,MS-01,0.671861315,30438,68895,0.306423847,0.693576153
5433,2000-MS-01,145967,209040,2000,Mississippi,Roger F. Wicker,republican,FALSE,MS-01,0.698273058,59763,149277,0.285892652,0.714107348
5872,2002-MS-01,95404,133567,2002,Mississippi,Roger F. Wicker,republican,FALSE,MS-01,0.714278227,32318,97772,0.241960963,0.732007157
6307,2004-MS-01,219328,277584,2004,Mississippi,Roger F. Wicker,republican,FALSE,MS-01,0.790131996,0,219328,0,0.790131996
6742,2006-MS-01,95098,144272,2006,Mississippi,Roger F. Wicker,republican,FALSE,MS-01,0.659157702,49174,95098,0.340842298,0.659157702
7173,2008-MS-01,185959,341389,2008,Mississippi,Travis Childers,democrat,FALSE,MS-01,0.544712923,187835,149818,0.55020812,0.438848352
7608,2010-MS-01,121074,219093,2010,Mississippi,Alan Nunnelee,republican,FALSE,MS-01,0.552614643,89388,121521,0.407991127,0.554654873
8041,2012-MS-01,186760,309177,2012,Mississippi,Alan Nunnelee,republican,FALSE,MS-01,0.604055282,114076,190344,0.368966644,0.615647348
8476,2014-MS-01,102622,151111,2014,Mississippi,Alan Nunnelee,republican,FALSE,MS-01,0.679116676,43713,106452,0.289277419,0.704462283
8911,2016-MS-01,206455,300423,2016,Mississippi,Trent Kelly,republican,FALSE,MS-01,0.687214361,83947,212636,0.279429338,0.707788685
9346,2018-MS-01,158245,236521,2018,Mississippi,Trent Kelly,republican,FALSE,MS-01,0.669052642,76601,158245,0.323865534,0.669052642
221,1976-MS-02,75092,119173,1976,Mississippi,David Bowen,democrat,FALSE,MS-02,0.630109169,75092,42601,0.630109169,0.357471911
