,Unnamed: 0,yr_district_id,winner_votes,totalvotes,year,state,winner,winner_party,writein,district_id,winner_voteshare,dem_votes,dem_candidate,rep_votes,rep_candidate,dem_voteshare,rep_voteshare,L1_winner,L2_winner,L3_winner,L4_winner,L5_winner,dL1_winner,L6_winner,L7_winner,L8_winner,L9_winner,L10_winner,incumbent_in_race,incumbent_party,dL2_winner,dL3_winner,dL4_winner,dL5_winner,dL6_winner,dL7_winner,dL8_winner,dL9_winner,dL10_winner,incumbent_L5_races,incumbent_L4_races,incumbent_L3_races,incumbent_L2_races,incumbent_L10_races,rep_wins,dem_wins,rep_L5_wins,rep_L10_wins,dem_L10_wins,dem_L5_wins,rep_L4_wins,rep_L3_wins,rep_L2_wins,rep_L1_wins,dem_L4_wins,dem_L3_wins,dem_L2_wins,dem_L1_wins,rep_L5_voteshare,rep_L10_voteshare,rep_L4_voteshare,rep_L3_voteshare,rep_L2_voteshare,rep_L1_voteshare,dem_L10_voteshare,dem_L5_voteshare,dem_L4_voteshare,dem_L3_voteshare,dem_L2_voteshare,dem_L1_voteshare,target
1402,8314,2014-CA-46,49738,83315,2014,California,LorettaSanchez,democrat,FALSE,CA-46,0.596987337,49738,Loretta Sanchez,33577,Adam Nick,0.596987337,0.403012663,LorettaSanchez,DanaRohrabacher,DanaRohrabacher,DanaRohrabacher,DanaRohrabacher,1,DanaRohrabacher,LorettaSanchez,LorettaSanchez,LorettaSanchez,RobertKDornan,1,democrat,0,0,0,0,0,1,1,1,0,1,1,1,1,4,0,1,3,5,5,2,2,1,0,0,2,2,2,1,0.511926778,0.512791134,0.481644266,0.462099556,0.382132437,0.361252211,0.478140258,0.488055427,0.518333491,0.537870786,0.617867563,0.638747789,1
1403,8749,2016-CA-46,115248,164593,2016,California,LouCorrea,democrat,FALSE,CA-46,0.700199887,164593,Bao Nguyen,0,0,1,0,LorettaSanchez,LorettaSanchez,DanaRohrabacher,DanaRohrabacher,DanaRohrabacher,0,DanaRohrabacher,DanaRohrabacher,LorettaSanchez,LorettaSanchez,LorettaSanchez,0,democrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,3,1,0,0,0,3,3,2,1,0.385315413,0.464813822,0.346574667,0.254754958,0.201506332,0.403012663,0.531475408,0.614666792,0.65340309,0.745245042,0.798493669,0.596987337,1
1404,9184,2018-CA-46,204556,295832,2018,California,LouCorrea,democrat,FALSE,CA-46,0.691460018,204556,Lou Correa,91276,Russell Rene Lambert,0.691460018,0.308539982,LouCorrea,LorettaSanchez,LorettaSanchez,DanaRohrabacher,DanaRohrabacher,1,DanaRohrabacher,DanaRohrabacher,DanaRohrabacher,LorettaSanchez,LorettaSanchez,1,democrat,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,5,5,4,0,0,0,0,4,3,2,1,0.33896773,0.453664103,0.268201214,0.237184215,0.154269991,0,0.544194502,0.661014475,0.731798786,0.762815785,0.845730009,1,1
1415,7880,2012-CA-47,130093,230012,2012,California,AlanLowenthal,democrat,FALSE,CA-47,0.56559223,130093,Alan Lowenthal,99919,Gary DeLong,0.56559223,0.43440777,LorettaSanchez,LorettaSanchez,LorettaSanchez,LorettaSanchez,LorettaSanchez,0,ChristopherCox,ChristopherCox,ChristopherCox,ChristopherCox,ChristopherCox,0,democrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,6,5,0,0,0,0,4,3,2,1,0.370861221,0.505363739,0.364528421,0.360474214,0.413542756,0.392677741,0.475732242,0.603471677,0.603387702,0.596747283,0.547673035,0.52975384,1
1416,8315,2014-CA-47,69091,123400,2014,California,AlanLowenthal,democrat,FALSE,CA-47,0.559894652,69091,Alan S. Lowenthal,54309,Andy Whallon,0.559894652,0.440105348,AlanLowenthal,LorettaSanchez,LorettaSanchez,LorettaSanchez,LorettaSanchez,1,LorettaSanchez,ChristopherCox,ChristopherCox,ChristopherCox,ChristopherCox,1,democrat,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,3,7,5,0,0,0,0,4,3,2,1,0.379643807,0.474336947,0.380381997,0.422396953,0.437256559,0.43440777,0.506759034,0.594689092,0.587534125,0.551746907,0.562743441,0.56559223,1
1417,8750,2016-CA-47,154759,242868,2016,California,AlanLowenthal,democrat,FALSE,CA-47,0.637214454,154759,Alan S. Lowenthal,88109,Andy Whallon,0.637214454,0.362785546,AlanLowenthal,AlanLowenthal,LorettaSanchez,LorettaSanchez,LorettaSanchez,1,LorettaSanchez,LorettaSanchez,ChristopherCox,ChristopherCox,ChristopherCox,1,democrat,1,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,2,8,5,0,0,0,0,4,3,2,1,0.376862707,0.442271072,0.407494101,0.412432888,0.401445447,0.440105348,0.541617215,0.597470191,0.573113794,0.587567112,0.598554553,0.559894652,1
1418,9185,2018-CA-47,286708,442072,2018,California,AlanLowenthal,democrat,FALSE,CA-47,0.648554987,286708,Alan Lowenthal,155364,John Briscoe,0.648554987,0.351445013,AlanLowenthal,AlanLowenthal,AlanLowenthal,LorettaSanchez,LorettaSanchez,1,LorettaSanchez,LorettaSanchez,LorettaSanchez,ChristopherCox,ChristopherCox,1,democrat,1,1,0,0,0,0,0,0,0,3,3,3,2,3,0,1,0,1,9,5,0,0,0,0,4,3,2,1,0.396284284,0.408291305,0.397185919,0.384778636,0.35711528,0.362785546,0.576960091,0.588202033,0.602814081,0.615221364,0.642884721,0.637214454,1
1429,7881,2012-CA-48,177144,290502,2012,California,DanaRohrabacher,republican,FALSE,CA-48,0.609785819,113358,Ron Varasteh,177144,Dana Rohrabacher,0.390214181,0.609785819,JohnCampbell,JohnCampbell,JohnCampbell,ChristopherCox,ChristopherCox,0,DarrellIssa,RonPackard,RonPackard,RonPackard,RonPackard,0,republican,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,10,0,0,4,3,2,1,0,0,0,0,0.628972553,0.676636875,0.616598987,0.612883352,0.622655425,0.635525031,0.291427761,0.371027447,0.383401013,0.387116648,0.377344575,0.364474969,0
1430,8316,2014-CA-48,112082,174795,2014,California,DanaRohrabacher,republican,FALSE,CA-48,0.641219715,62713,Suzanne Joyce Savary,112082,Dana Rohracher,0.358780285,0.641219715,DanaRohrabacher,JohnCampbell,JohnCampbell,JohnCampbell,ChristopherCox,1,ChristopherCox,DarrellIssa,RonPackard,RonPackard,RonPackard,1,republican,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,5,10,0,0,4,3,2,1,0,0,0,0,0.621523132,0.667372558,0.619967443,0.628843522,0.625502767,0.609785819,0.305058862,0.378476868,0.380032557,0.371156478,0.374497233,0.390214181,0
1431,8751,2016-CA-48,178701,306416,2016,California,DanaRohrabacher,republican,FALSE,CA-48,0.583197353,127715,Suzanne Savary,178701,Dana Rohrabacher,0.416802647,0.583197353,DanaRohrabacher,DanaRohrabacher,JohnCampbell,JohnCampbell,JohnCampbell,1,ChristopherCox,ChristopherCox,DarrellIssa,RonPackard,RonPackard,1,republican,1,0,0,0,0,0,0,0,0,2,2,2,2,2,1,0,5,10,0,0,4,3,2,1,0,0,0,0,0.612613425,0.659829634,0.617431979,0.611400962,0.612208534,0.641219715,0.319837401,0.387386575,0.38256802,0.388599038,0.387791466,0.358780285,0
1432,9186,2018-CA-48,315674,589472,2018,California,HarleyRouda,democrat,FALSE,CA-48,0.535519923,315674,Harley Rouda,273798,Dana Rohrabacher,0.535519923,0.464480077,DanaRohrabacher,DanaRohrabacher,DanaRohrabacher,JohnCampbell,JohnCampbell,0,JohnCampbell,ChristopherCox,ChristopherCox,DarrellIssa,RonPackard,0,republican,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,1,1,3,2,1,1,1,1,1,0,0.586841599,0.619149559,0.574670741,0.562965715,0.523838715,0.583197353,0.373389393,0.413158401,0.425329259,0.437034285,0.476161285,0.416802647,1
1443,7882,2012-CA-49,159725,274618,2012,California,DarrellEIssa,republican,FALSE,CA-49,0.581626113,114893,Jerry Tetalman,159725,Darrell E. Issa,0.418373887,0.581626113,DarrellEIssa,DarrellEIssa,DarrellEIssa,DarrellEIssa,DarrellEIssa,1,SusanADavis,BrianPBilbray,BrianPBilbray,BrianPBilbray,LynnSchenk,1,republican,1,1,1,1,0,0,0,0,0,5,4,3,2,5,1,0,5,9,1,0,4,3,2,1,0,0,0,0,0.634632466,0.62212166,0.630563065,0.619186786,0.616044898,0.650463683,0.363234156,0.358261473,0.360554359,0.36924091,0.366596646,0.314819404,0
1444,8317,2014-CA-49,98161,163142,2014,California,DarrellEIssa,republican,FALSE,CA-49,0.601690552,64981,Dave Peiser,98161,Darrell E. Issa,0.398309448,0.601690552,DarrellEIssa,DarrellEIssa,DarrellEIssa,DarrellEIssa,DarrellEIssa,1,DarrellEIssa,SusanADavis,BrianPBilbray,BrianPBilbray,BrianPBilbray,1,republican,1,1,1,1,1,0,0,0,0,5,4,3,2,6,1,0,5,9,1,0,4,3,2,1,0,0,0,0,0.624788563,0.630941034,0.614812727,0.611260116,0.591658333,0.581626113,0.357074386,0.368105377,0.376508045,0.37716758,0.408341668,0.418373887,0
1445,8752,2016-CA-49,155888,310155,2016,California,DarrellEIssa,republican,FALSE,CA-49,0.50261321,154267,Doug Applegate,155888,Darrell E. Issa,0.49738679,0.50261321,DarrellEIssa,DarrellEIssa,DarrellEIssa,DarrellEIssa,DarrellEIssa,1,DarrellEIssa,DarrellEIssa,SusanADavis,BrianPBilbray,BrianPBilbray,1,republican,1,1,1,1,1,1,0,0,0,5,4,3,2,7,1,0,5,9,1,0,4,3,2,1,0,0,0,0,0.592372824,0.626540125,0.584098389,0.561976625,0.552151881,0.601690552,0.364902808,0.400683794,0.407222382,0.438023375,0.447848119,0.398309448,0
1446,9187,2018-CA-49,332906,590060,2018,California,MikeLevin,democrat,FALSE,CA-49,0.564190082,332906,Mike Levin,257154,Diane L. Harkey,0.564190082,0.435809918,DarrellEIssa,DarrellEIssa,DarrellEIssa,DarrellEIssa,DarrellEIssa,0,DarrellEIssa,DarrellEIssa,DarrellEIssa,SusanADavis,BrianPBilbray,0,republican,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,2,1,3,2,1,1,1,1,1,0,0.554440695,0.619537079,0.530434948,0.513371227,0.469211564,0.50261321,0.374749767,0.438615922,0.469565052,0.486628773,0.530788436,0.49738679,1
1457,7883,2012-CA-50,174838,258293,2012,California,DuncanHunter,republican,FALSE,CA-50,0.676897941,83455,David B. Secor,174838,Duncan Hunter,0.323102059,0.676897941,BrianPBilbray,BrianPBilbray,BrianPBilbray,RandyDukeCunningham,RandyDukeCunningham,0,BobFilner,BobFilner,BobFilner,BobFilner,BobFilner,0,republican,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,6,4,0,4,3,2,1,0,0,0,0,0.591980497,0.465913667,0.59091383,0.604580439,0.63276236,0.588626778,0.519699202,0.397378203,0.399865553,0.388157628,0.356344742,0.389587424,0
1458,8318,2014-CA-50,111997,157299,2014,California,DuncanHunter,republican,FALSE,CA-50,0.712000712,45302,James H. Kimber,111997,Duncan Hunter,0.287999288,0.712000712,DuncanHunter,BrianPBilbray,BrianPBilbray,BrianPBilbray,RandyDukeCunningham,1,RandyDukeCunningham,BobFilner,BobFilner,BobFilner,BobFilner,1,republican,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,5,7,3,0,4,3,2,1,0,0,0,0,0.615131206,0.498549244,0.631435507,0.659175144,0.694449327,0.676897941,0.4899377,0.3774923,0.363118043,0.333562924,0.305550674,0.323102059,0
1459,8753,2016-CA-50,179937,283583,2016,California,DuncanHunter,republican,FALSE,CA-50,0.634512647,103646,Patrick Malloy,179937,Duncan Hunter,0.365487353,0.634512647,DuncanHunter,DuncanHunter,BrianPBilbray,BrianPBilbray,BrianPBilbray,1,RandyDukeCunningham,RandyDukeCunningham,BobFilner,BobFilner,BobFilner,1,republican,1,0,0,0,0,0,0,0,0,2,2,2,2,2,1,0,5,8,2,0,4,3,2,1,0,0,0,0,0.632050935,0.528411697,0.653009519,0.674470433,0.67325668,0.712000712,0.464630765,0.363591905,0.341544031,0.325529567,0.326743321,0.287999288,0
1460,9188,2018-CA-50,268724,519620,2018,California,DuncanHunter,republican,FALSE,CA-50,0.517154844,250896,Ammar Campa-Najjar,268724,Duncan Hunter,0.482845156,0.517154844,DuncanHunter,DuncanHunter,DuncanHunter,BrianPBilbray,BrianPBilbray,1,BrianPBilbray,RandyDukeCunningham,RandyDukeCunningham,BobFilner,BobFilner,1,republican,1,1,0,0,0,0,0,0,0,3,3,3,2,3,1,0,5,9,1,0,4,3,2,1,0,0,0,0,0.625838584,0.580127181,0.635141536,0.621222734,0.575833746,0.634512647,0.412915281,0.369804256,0.364858464,0.378777266,0.424166255,0.365487353,0
1471,7884,2012-CA-51,113934,159398,2012,California,JuanVargas,democrat,FALSE,CA-51,0.714776848,113934,Juan Vargas,45464,Michael Crimmins,0.714776848,0.285223152,BobFilner,BobFilner,BobFilner,BobFilner,BobFilner,0,RandyDukeCunningham,RandyDukeCunningham,RandyDukeCunningham,RandyDukeCunningham,RandyDukeCunningham,0,democrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,6,5,0,0,0,0,4,3,2,1,0.333342331,0.477072625,0.320704915,0.319062223,0.342339195,0.399455238,0.512954034,0.666643815,0.679277767,0.680926196,0.657643434,0.60051002,1
1472,8319,2014-CA-51,56373,81950,2014,California,JuanVargas,democrat,FALSE,CA-51,0.687895058,56373,Juan Vargas,25577,Stephen Meade,0.687895058,0.312104942,JuanVargas,BobFilner,BobFilner,BobFilner,BobFilner,1,BobFilner,RandyDukeCunningham,RandyDukeCunningham,RandyDukeCunningham,RandyDukeCunningham,1,democrat,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,3,7,5,0,0,0,0,4,3,2,1,0.31898492,0.437981942,0.317322903,0.332261111,0.298664047,0.285223152,0.554025025,0.681001225,0.682668412,0.667727309,0.701335953,0.714776848,1
1473,8754,2016-CA-51,145162,199524,2016,California,JuanVargas,democrat,FALSE,CA-51,0.727541549,145162,Juan Vargas,54362,"Juan M. Hidalgo, Jr.",0.727541549,0.272458451,JuanVargas,JuanVargas,BobFilner,BobFilner,BobFilner,1,BobFilner,BobFilner,RandyDukeCunningham,RandyDukeCunningham,RandyDukeCunningham,1,democrat,1,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,2,8,5,0,0,0,0,4,3,2,1,0.308350012,0.397841836,0.317310446,0.289928848,0.292281697,0.312104942,0.597852081,0.691643039,0.682680869,0.710071152,0.707718304,0.687895058,1
1474,9189,2018-CA-51,219054,307656,2018,California,JuanVargas,democrat,FALSE,CA-51,0.712009517,219054,Juan Vargas,88602,Juan M. Hidalgo Jr.,0.712009517,0.287990483,JuanVargas,JuanVargas,JuanVargas,BobFilner,BobFilner,1,BobFilner,BobFilner,BobFilner,RandyDukeCunningham,RandyDukeCunningham,1,democrat,1,1,0,0,0,0,0,0,0,3,3,3,2,3,0,1,0,1,9,5,0,0,0,0,4,3,2,1,0.311446453,0.363009179,0.289444257,0.290851292,0.280224467,0.272458451,0.634392024,0.688546598,0.710555743,0.709148708,0.719775533,0.727541549,1
1485,7885,2012-CA-52,151451,295910,2012,California,ScottPeters,democrat,FALSE,CA-52,0.511814403,151451,Scott Peters,144459,Brian P. Bilbray,0.511814403,0.488185597,DuncanHunter,DuncanHunter,DuncanHunter,DuncanHunter,DuncanHunter,0,DuncanHunter,DuncanHunter,DuncanHunter,DuncanHunter,DuncanHunter,0,republican,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,1,1,3,2,1,1,1,1,1,0,0.636469147,0.684506983,0.614531276,0.592655974,0.583798402,0.679411206,0.299647623,0.363497886,0.385427516,0.407289082,0.416201599,0.320588794,1
1486,8320,2014-CA-52,98826,191572,2014,California,ScottPeters,democrat,FALSE,CA-52,0.515868707,98826,Scott H. Peters,92746,Carl DeMaio,0.515868707,0.484131293,ScottPeters,DuncanHunter,DuncanHunter,DuncanHunter,DuncanHunter,1,DuncanHunter,DuncanHunter,DuncanHunter,DuncanHunter,DuncanHunter,1,democrat,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,3,8,2,2,2,1,0,0,2,2,2,1,0.58845128,0.665872434,0.565524804,0.550576032,0.486158445,0.488185597,0.320169263,0.411515754,0.434433988,0.449423968,0.513841555,0.511814403,1
1487,8755,2016-CA-52,181253,320656,2016,California,ScottPeters,democrat,FALSE,CA-52,0.565256848,181253,Scott H. Peters,139403,Denise Gitsham,0.565256848,0.434743152,ScottPeters,ScottPeters,DuncanHunter,DuncanHunter,DuncanHunter,1,DuncanHunter,DuncanHunter,DuncanHunter,DuncanHunter,DuncanHunter,1,democrat,1,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,2,7,3,3,1,0,0,0,3,3,2,1,0.539368473,0.642010316,0.521617812,0.469020014,0.459437223,0.484131293,0.346914944,0.46059856,0.478382188,0.530979986,0.540562778,0.515868707,1
1488,9190,2018-CA-52,377984,592014,2018,California,ScottPeters,democrat,FALSE,CA-52,0.638471388,377984,Scott Peters,214030,Omar Qudrat,0.638471388,0.361528612,ScottPeters,ScottPeters,ScottPeters,DuncanHunter,DuncanHunter,1,DuncanHunter,DuncanHunter,DuncanHunter,DuncanHunter,DuncanHunter,1,democrat,1,1,0,0,0,0,0,0,0,3,3,3,2,3,0,1,1,6,4,4,0,0,0,0,4,3,2,1,0.489599972,0.588178546,0.442147163,0.426801019,0.398135882,0.434743152,0.410762083,0.510400028,0.557852837,0.573198981,0.601864118,0.565256848,1
1494,7886,2012-CA-53,164825,268307,2012,California,SusanADavis,democrat,FALSE,CA-53,0.614314945,164825,Susan A. Davis,103482,Nick Popaditch,0.614314945,0.385685055,SusanADavis,SusanADavis,SusanADavis,SusanADavis,SusanADavis,1,ScottPeters,ScottPeters,ScottPeters,ScottPeters,DuncanHunter,1,democrat,1,1,1,1,0,0,0,0,0,5,4,3,2,5,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.341467446,0.385371036,0.35066783,0.359407943,0.381545536,0.377406017,0.614597117,0.658532554,0.649332169,0.640592057,0.618454464,0.622593983,1
1495,8321,2014-CA-53,87104,148044,2014,California,SusanADavis,democrat,FALSE,CA-53,0.588365621,87104,Susan A. Davis,60940,Larry A. Wilske,0.588365621,0.411634379,SusanADavis,SusanADavis,SusanADavis,SusanADavis,SusanADavis,1,SusanADavis,ScottPeters,ScottPeters,ScottPeters,ScottPeters,1,democrat,1,1,1,1,1,0,0,0,0,5,4,3,2,6,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.36286114,0.377715914,0.372464552,0.39157515,0.398659717,0.385685055,0.622252239,0.63713886,0.627535448,0.60842485,0.601340283,0.614314945,1
1496,8756,2016-CA-53,198988,296956,2016,California,SusanADavis,democrat,FALSE,CA-53,0.670092539,198988,Susan A. Davis,97968,James Veltmeyer,0.670092539,0.329907461,SusanADavis,SusanADavis,SusanADavis,SusanADavis,SusanADavis,1,SusanADavis,SusanADavis,ScottPeters,ScottPeters,ScottPeters,1,democrat,1,1,1,1,1,1,0,0,0,5,4,3,2,7,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.363953134,0.362293531,0.376158228,0.375742298,0.37077092,0.411634379,0.637674622,0.636046866,0.623841772,0.624257702,0.62922908,0.588365621,1
1497,9191,2018-CA-53,371334,537588,2018,California,SusanADavis,democrat,FALSE,CA-53,0.690740865,371334,Susan A. Davis,166254,Morgan Murtaugh,0.690740865,0.309259135,SusanADavis,SusanADavis,SusanADavis,SusanADavis,SusanADavis,1,SusanADavis,SusanADavis,SusanADavis,ScottPeters,ScottPeters,1,democrat,1,1,1,1,1,1,1,0,0,5,4,3,2,8,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.362778409,0.349745129,0.359121507,0.350266992,0.319583298,0.329907461,0.650223024,0.637221591,0.640878492,0.649733008,0.680416702,0.670092539,1
1516,7887,2012-CO-01,237579,348210,2012,Colorado,DianaDeGette,democrat,FALSE,CO-01,0.682286551,242408,Gary Swing,105802,Danny Stroud,0.696154619,0.303845381,DianaDeGette,DianaDeGette,DianaDeGette,DianaDeGette,DianaDeGette,1,DianaDeGette,DianaDeGette,DianaDeGette,PatriciaSchroeder,PatriciaSchroeder,1,democrat,1,1,1,1,1,1,1,0,0,5,4,3,2,8,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.225861846,0.290236335,0.221459791,0.295279721,0.302617513,0.301389644,0.70457885,0.767758451,0.775954098,0.701272131,0.692229684,0.688304749,1
1517,8322,2014-CO-01,183281,278494,2014,Colorado,DianaDeGette,democrat,FALSE,CO-01,0.658114717,183281,Diana DeGette,89974,Martin Walsh,0.658114717,0.323073388,DianaDeGette,DianaDeGette,DianaDeGette,DianaDeGette,DianaDeGette,1,DianaDeGette,DianaDeGette,DianaDeGette,DianaDeGette,PatriciaSchroeder,1,democrat,1,1,1,1,1,1,1,1,0,5,4,3,2,9,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.24178251,0.282623542,0.302228138,0.309436138,0.313459385,0.303845381,0.710409644,0.752386222,0.690482777,0.680858028,0.677134668,0.696154619,1
1518,8757,2016-CO-01,257254,379036,2016,Colorado,DianaDeGette,democrat,FALSE,CO-01,0.67870598,257254,Diana DeGette,121782,Darrell Dinges,0.67870598,0.32129402,DianaDeGette,DianaDeGette,DianaDeGette,DianaDeGette,DianaDeGette,1,DianaDeGette,DianaDeGette,DianaDeGette,DianaDeGette,DianaDeGette,1,democrat,1,1,1,1,1,1,1,1,1,5,4,3,2,10,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.306041314,0.27168358,0.312400608,0.31607093,0.322183704,0.323073388,0.721349607,0.688127418,0.680320016,0.677658439,0.668410349,0.658114717,1
1519,9192,2018-CO-01,272886,369693,2018,Colorado,DianaDeGette,democrat,FALSE,CO-01,0.738142188,272886,Diana DeGette,96807,Charles Casper Stockham,0.738142188,0.261857812,DianaDeGette,DianaDeGette,DianaDeGette,DianaDeGette,DianaDeGette,1,DianaDeGette,DianaDeGette,DianaDeGette,DianaDeGette,DianaDeGette,1,democrat,1,1,1,1,1,1,1,1,1,5,4,3,2,10,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.302292049,0.264779662,0.30251765,0.302075073,0.291575916,0.32129402,0.728253525,0.691884451,0.692779376,0.691654295,0.708424084,0.67870598,1
1538,7888,2012-CO-02,234758,421580,2012,Colorado,JaredPolis,democrat,FALSE,CO-02,0.556852792,245171,Jared Polis,176409,Randy Luallin,0.58155273,0.41844727,JaredPolis,JaredPolis,MarkUdall,MarkUdall,MarkUdall,1,MarkUdall,MarkUdall,DavidSkaggs,DavidSkaggs,DavidSkaggs,1,democrat,1,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.357663132,0.389145304,0.365084888,0.385174625,0.408477401,0.398507532,0.600948339,0.635601221,0.626495552,0.603599296,0.577842928,0.574133125,1
1539,8323,2014-CO-02,196300,345945,2014,Colorado,JaredPolis,democrat,FALSE,CO-02,0.567431239,196300,Jared Polis,149645,George Leing,0.567431239,0.432568761,JaredPolis,JaredPolis,JaredPolis,MarkUdall,MarkUdall,1,MarkUdall,MarkUdall,MarkUdall,DavidSkaggs,DavidSkaggs,1,democrat,1,1,0,0,0,0,0,0,0,3,3,3,2,3,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.378581663,0.389156403,0.397023159,0.416507854,0.425508016,0.41844727,0.60093724,0.61468269,0.594557282,0.574372365,0.574491985,0.58155273,1
1540,8758,2016-CO-02,260175,457312,2016,Colorado,JaredPolis,democrat,FALSE,CO-02,0.568922311,260175,Jared Polis,197137,Richard Longstreth,0.568922311,0.431077689,JaredPolis,JaredPolis,JaredPolis,JaredPolis,MarkUdall,1,MarkUdall,MarkUdall,MarkUdall,MarkUdall,DavidSkaggs,1,democrat,1,1,1,0,0,0,0,0,0,4,4,3,2,4,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.403834065,0.391766721,0.420150313,0.427364573,0.431823225,0.432568761,0.600791501,0.589430288,0.573009851,0.572635427,0.568176775,0.567431239,1
1541,9193,2018-CO-02,259608,430614,2018,Colorado,JoeNeguse,democrat,FALSE,CO-02,0.60287868,259608,Joe Neguse,154650,Peter Yu,0.60287868,0.359138347,JaredPolis,JaredPolis,JaredPolis,JaredPolis,JaredPolis,0,MarkUdall,MarkUdall,MarkUdall,MarkUdall,MarkUdall,0,democrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.40794792,0.380235252,0.410308017,0.407594932,0.395108018,0.431077689,0.61119975,0.578983617,0.58019624,0.579744077,0.585900496,0.568922311,1
1560,7889,2012-CO-03,185291,347247,2012,Colorado,ScottRTipton,republican,FALSE,CO-03,0.533600002,142619,Sal Pace,193503,Scott R. Tipton,0.410713411,0.557248875,ScottRTipton,JohnSalazar,JohnSalazar,JohnSalazar,ScottMcInnis,1,ScottMcInnis,ScottMcInnis,ScottMcInnis,ScottMcInnis,ScottMcInnis,1,republican,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,2,7,3,3,2,2,2,1,2,1,0,0,0.462752897,0.575348423,0.46204242,0.488043208,0.540127389,0.523005903,0.413888237,0.52115537,0.525063493,0.494796909,0.434132786,0.457552161,0
1561,8324,2014-CO-03,163011,281141,2014,Colorado,ScottRTipton,republican,FALSE,CO-03,0.579819379,100364,Abel J. Tapia,169483,Travis Mero,0.356988131,0.602839856,ScottRTipton,ScottRTipton,JohnSalazar,JohnSalazar,JohnSalazar,1,ScottMcInnis,ScottMcInnis,ScottMcInnis,ScottMcInnis,ScottMcInnis,1,republican,1,0,0,0,0,0,0,0,0,2,2,2,2,2,1,0,3,7,3,2,3,3,2,1,1,0,0,0,0.490201908,0.566010488,0.51674237,0.561031545,0.580044366,0.557248875,0.41920897,0.491448421,0.460344714,0.408417901,0.383850771,0.410713411,0
1562,8759,2016-CO-03,204220,374037,2016,Colorado,ScottRTipton,republican,FALSE,CO-03,0.545988766,150914,Gail Schwartz,223123,Gaylon Kent,0.403473453,0.596526547,ScottRTipton,ScottRTipton,ScottRTipton,JohnSalazar,JohnSalazar,1,JohnSalazar,ScottMcInnis,ScottMcInnis,ScottMcInnis,ScottMcInnis,1,republican,1,1,0,0,0,0,0,0,0,3,3,3,2,3,1,0,4,7,3,1,4,3,2,1,0,0,0,0,0.532699205,0.556792776,0.569905295,0.585538426,0.599683202,0.602839856,0.428426683,0.448970462,0.407181789,0.390391665,0.380230792,0.356988131,0
1563,9194,2018-CO-03,173205,336189,2018,Colorado,ScottRTipton,republican,FALSE,CO-03,0.515201271,146426,Diane Mitsch Bush,178932,Scott R. Tipton,0.435546672,0.532236331,ScottRTipton,ScottRTipton,ScottRTipton,ScottRTipton,JohnSalazar,1,JohnSalazar,JohnSalazar,ScottMcInnis,ScottMcInnis,ScottMcInnis,1,republican,1,1,1,0,0,0,0,0,0,4,4,3,2,4,1,0,5,7,3,0,4,3,2,1,0,0,0,0,0.562371502,0.541488226,0.572212902,0.577200911,0.564381439,0.596526547,0.440509533,0.412854766,0.401680417,0.398669419,0.419510063,0.403473453,0
